,Opportunity Name,Created Date,Close Date, Account Name, Account Type, Opp Value (EUR),Stage,Opportunity Owner,Country,Region,Segment,Lead Source,Type,Primary Campaign Source,Close Reason,Business Type,Deal Opened (Days)
13165,Opp 19841,2023-12-15,2024-02-06, Account 1532, Top 3,9.0,Closed Won,Sales Specialist 40,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Brand Recognition / Supplier Reputation,Unknown,53
13166,Opp 19842,2023-12-15,2024-02-06, Account 1484, Top 2,8.0,Closed Won,Sales Specialist 40,Country 2,Region 1,Segment 2,Unknown,New Business,Unknown,Brand Recognition / Supplier Reputation,Unknown,53
13167,Opp 19845,2023-11-30,2024-02-06, Account 588, Top 3,335.0,Closed Won,Sales Specialist 39,Country 2,Region 1,Segment 2,Unknown,New Business,Unknown,Customer Relationship,Unknown,68
13168,Opp 19852,2024-01-23,2024-02-06, Account 1883, Top 3,64.0,Closed Won,Sales Specialist 57,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Customer Relationship,Unknown,14
13169,Opp 19853,2024-01-18,2024-02-06, Account 649, Top 3,43.0,Closed Won,Sales Specialist 55,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Price,Unknown,19
13170,Opp 19865,2023-12-08,2024-02-07, Account 104, Top 3,2.29,Closed Won,Sales Specialist 41,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Customer Relationship,Unknown,61
13171,Opp 19866,2023-11-28,2024-02-07, Account 653, Top 3,720.0,Closed Won,Sales Specialist 41,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Customer Relationship,Unknown,71
13172,Opp 19870,2023-10-24,2024-02-07, Account 2119, Small,104.0,Closed Won,Sales Specialist 7,Country 1,Region 1,Segment 3,Unknown,Existing Business,Unknown,Service & Support,Unknown,106
13173,Opp 19879,2023-11-29,2024-02-07, Account 1555, Top 1,154.0,Closed Won,Sales Specialist 45,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Features / Specification / Performance,Unknown,70
13174,Opp 19883,2024-02-07,2024-02-07, Account 871, Top 2,0.0,Closed Lost,Sales Specialist 74,Country 1,Region 1,Segment 4,Unknown,Existing Business,Unknown,Unable to Confirm Sale,Unknown,0
13175,Opp 19885,2024-02-07,2024-02-07, Account 1894, Top 3,27.0,Closed Lost,Sales Specialist 44,Country 2,Region 1,Segment 3,Unknown,New Business,Unknown,Features / Specification / Performance,Unknown,0
13176,Opp 19889,2023-10-31,2024-02-07, Account 2396, Small,533.0,Closed Lost,Sales Specialist 53,Country 2,Region 1,Unknown,Unknown,Existing Business,Unknown,Price,Unknown,99
13177,Opp 19896,2023-12-15,2024-02-07, Account 50, Top 2,128.0,Closed Lost,Sales Specialist 22,Country 1,Region 1,Segment 4,Unknown,New Business,Unknown,Availability / Lead Time,Unknown,54
13178,Opp 19897,2023-11-28,2024-02-07, Account 1204, Top 3,780.0,Closed Lost,Sales Specialist 75,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Unable to Confirm Sale,Unknown,71
13179,Opp 19898,2023-11-21,2024-02-07, Account 79, Small,499.0,Closed Lost,Sales Specialist 31,Country 1,Region 1,Segment 1,Unknown,Existing Business,Unknown,Project/Budget Cancelled/Out of Business,Unknown,78
13180,Opp 19899,2024-02-08,2024-02-08, Account 222, Top 2,,Closed Lost,Sales Specialist 2,Country 1,Region 1,Segment 1,Unknown,New Business,Unknown,Availability / Lead Time,Unknown,0
13181,Opp 19901,2024-01-08,2024-02-08, Account 111, Top 3,46.0,Closed Lost,Sales Specialist 39,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Project/Budget Cancelled/Out of Business,Unknown,31
13182,Opp 19902,2023-12-13,2024-02-08, Account 3152, Top 1,316.0,Closed Lost,Sales Specialist 111,Country 5,Region 2,Segment 3,Unknown,Existing Business,Unknown,Project/Budget Cancelled/Out of Business,Unknown,57
13183,Opp 19903,2023-11-09,2024-02-08, Account 1321, Top 1,5.102,Closed Lost,Sales Specialist 111,Country 5,Region 2,Segment 3,Unknown,New Business,Unknown,Project/Budget Cancelled/Out of Business,Unknown,91
13184,Opp 19904,2023-11-06,2024-02-08, Account 1323, Small,493.0,Closed Lost,Sales Specialist 111,Country 5,Region 2,Segment 3,Unknown,Existing Business,Unknown,Price,Unknown,94
13185,Opp 19905,2023-10-20,2024-02-08, Account 2635, Top 3,454.0,Closed Lost,Sales Specialist 111,Country 5,Region 2,Segment 2,Unknown,Existing Business,Unknown,Project/Budget Cancelled/Out of Business,Unknown,111
13186,Opp 19906,2023-10-19,2024-02-08, Account 2631, Top 1,399.0,Closed Lost,Sales Specialist 111,Country 5,Region 2,Segment 3,Unknown,Existing Business,Unknown,Project/Budget Cancelled/Out of Business,Unknown,112
13187,Opp 19923,2024-01-13,2024-02-08, Account 512, Small,70.0,Closed Lost,Sales Specialist 87,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Price,Unknown,26
13188,Opp 19928,2024-01-11,2024-02-08, Account 644, Top 3,35.0,Closed Lost,Sales Specialist 39,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Project/Budget Cancelled/Out of Business,Unknown,28
13189,Opp 19929,2024-01-11,2024-02-08, Account 644, Top 3,597.0,Closed Lost,Sales Specialist 39,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Project/Budget Cancelled/Out of Business,Unknown,28
13190,Opp 19930,2024-01-11,2024-02-08, Account 111, Top 3,51.0,Closed Lost,Sales Specialist 39,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Price,Unknown,28
13191,Opp 19931,2024-01-11,2024-02-08, Account 651, Top 3,44.0,Closed Lost,Sales Specialist 39,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Price,Unknown,28
13192,Opp 19933,2024-01-11,2024-02-08, Account 111, Top 3,29.0,Closed Lost,Sales Specialist 39,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Project/Budget Cancelled/Out of Business,Unknown,28
13193,Opp 19939,2024-01-05,2024-02-08, Account 1570, Top 3,631.0,Closed Lost,Sales Specialist 45,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Price,Unknown,34
13194,Opp 19940,2023-11-27,2024-02-08, Account 519, Small,476.0,Closed Lost,Sales Specialist 87,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Project/Budget Cancelled/Out of Business,Unknown,73
13195,Opp 19941,2023-11-27,2024-02-08, Account 519, Small,476.0,Closed Lost,Sales Specialist 87,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Project/Budget Cancelled/Out of Business,Unknown,73
13196,Opp 19942,2023-09-25,2024-02-08, Account 1160, Top 3,2.026,Closed Lost,Sales Specialist 111,Country 5,Region 2,Segment 3,Unknown,Existing Business,Unknown,Project/Budget Cancelled/Out of Business,Unknown,136
13197,Opp 19943,2023-08-18,2024-02-08, Account 776, Top 3,98.0,Closed Lost,Sales Specialist 111,Country 5,Region 2,Segment 3,Unknown,Existing Business,Unknown,Availability / Lead Time,Unknown,174
13198,Opp 19944,2023-08-17,2024-02-08, Account 776, Top 3,12.755,Closed Lost,Sales Specialist 111,Country 5,Region 2,Segment 3,Unknown,Existing Business,Unknown,Project/Budget Cancelled/Out of Business,Unknown,175
13199,Opp 19947,2024-02-06,2024-02-07, Account 611, Top 3,26.0,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,Existing Business,Unknown,Price,Unknown,1
13200,Opp 19948,2024-02-06,2024-02-07, Account 611, Top 3,260.0,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,Existing Business,Unknown,Price,Unknown,1
13201,Opp 19949,2024-02-06,2024-02-07, Account 568, Top 2,918.0,Closed Won,Sales Specialist 51,Country 2,Region 1,Segment 4,Unknown,New Business,Unknown,Customer Relationship,New Business,1
13202,Opp 19950,2024-02-06,2024-02-07, Account 1234, Top 3,199.0,Closed Won,Sales Specialist 75,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Customer Relationship,Unknown,1
13203,Opp 19951,2024-02-03,2024-02-07, Account 196, Top 3,206.0,Closed Won,Sales Specialist 75,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Features / Specification / Performance,Unknown,4
13204,Opp 19960,2024-01-29,2024-02-07, Account 183, Small,176.0,Closed Won,Sales Specialist 9,Country 1,Region 1,Segment 3,Unknown,Existing Business,Unknown,Features / Specification / Performance,Unknown,9
13205,Opp 19967,2024-01-19,2024-02-07, Account 1248, Small,10.766,Closed Won,Sales Specialist 7,Country 1,Region 1,Segment 2,Unknown,Existing Business,Unknown,Service & Support,Unknown,19
13206,Opp 19969,2024-01-12,2024-02-07, Account 183, Small,268.0,Closed Won,Sales Specialist 9,Country 1,Region 1,Segment 3,Unknown,Existing Business,Unknown,Brand Recognition / Supplier Reputation,Unknown,26
13207,Opp 19971,2024-02-06,2024-02-08, Account 79, Small,85.0,Closed Won,Sales Specialist 31,Country 1,Region 1,Segment 1,Unknown,Existing Business,Unknown,Availability / Lead Time,Unknown,2
13208,Opp 19972,2024-02-06,2024-02-08, Account 78, Top 2,76.0,Closed Won,Sales Specialist 31,Country 1,Region 1,Segment 4,Unknown,Existing Business,Unknown,Availability / Lead Time,Unknown,2
13209,Opp 19973,2024-02-06,2024-02-08, Account 2057, Top 3,25.0,Closed Won,Sales Specialist 45,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Features / Specification / Performance,Unknown,2
13210,Opp 19974,2024-02-06,2024-02-08, Account 198, Top 3,28.0,Closed Won,Sales Specialist 75,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Features / Specification / Performance,Unknown,2
13211,Opp 19975,2024-02-03,2024-02-08, Account 1475, Top 3,187.0,Closed Won,Sales Specialist 45,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Features / Specification / Performance,Unknown,5
13212,Opp 19976,2024-02-03,2024-02-08, Account 2421, Small,36.0,Closed Won,Sales Specialist 45,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Availability / Lead Time,Unknown,5
13213,Opp 19977,2024-02-03,2024-02-08, Account 3054, Top 3,66.0,Closed Won,Sales Specialist 75,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Features / Specification / Performance,Unknown,5
13214,Opp 19978,2024-02-03,2024-02-08, Account 2057, Top 3,81.0,Closed Won,Sales Specialist 45,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Customer Relationship,Unknown,5
13215,Opp 19979,2024-02-03,2024-02-08, Account 218, Top 1,62.0,Closed Won,Sales Specialist 45,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Brand Recognition / Supplier Reputation,Unknown,5
13216,Opp 19980,2024-02-03,2024-02-08, Account 218, Top 1,540.0,Closed Won,Sales Specialist 45,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Availability / Lead Time,Unknown,5
13217,Opp 19981,2024-02-02,2024-02-08, Account 3423, Top 3,5.0,Closed Won,Sales Specialist 45,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Brand Recognition / Supplier Reputation,Unknown,6
13218,Opp 19982,2024-02-02,2024-02-08, Account 1472, Top 3,79.0,Closed Won,Sales Specialist 45,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Availability / Lead Time,Unknown,6
13219,Opp 19983,2024-02-02,2024-02-08, Account 218, Top 1,13.0,Closed Won,Sales Specialist 45,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Brand Recognition / Supplier Reputation,Unknown,6
13220,Opp 19984,2024-02-02,2024-02-08, Account 2277, Top 3,117.0,Closed Won,Sales Specialist 45,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Features / Specification / Performance,Unknown,6
13221,Opp 19985,2024-01-31,2024-02-08, Account 226, Top 3,25.0,Closed Won,Sales Specialist 57,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Customer Relationship,Unknown,8
13222,Opp 19986,2024-01-31,2024-02-08, Account 3424, Top 3,12.0,Closed Won,Sales Specialist 45,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Brand Recognition / Supplier Reputation,Unknown,8
13223,Opp 19987,2024-01-25,2024-02-08, Account 96, Top 3,460.0,Closed Won,Sales Specialist 39,Country 2,Region 1,Segment 2,Unknown,New Business,Unknown,Customer Relationship,Unknown,14
13224,Opp 19988,2024-01-25,2024-02-08, Account 96, Top 3,943.0,Closed Won,Sales Specialist 39,Country 2,Region 1,Segment 2,Unknown,New Business,Unknown,Customer Relationship,Unknown,14
13225,Opp 19989,2024-01-23,2024-02-08, Account 238, Top 3,112.0,Closed Won,Sales Specialist 89,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Features / Specification / Performance,Unknown,16
13226,Opp 19990,2024-02-08,2024-02-08, Account 650, Small,213.0,Closed Won,Sales Specialist 39,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Customer Relationship,Unknown,0
13227,Opp 19992,2024-02-08,2024-02-08, Account 639, Top 3,336.0,Closed Won,Sales Specialist 39,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Customer Relationship,Unknown,0
13228,Opp 20000,2024-02-08,2024-02-08, Account 566, Top 2,926.0,Closed Won,Sales Specialist 109,Country 2,Region 1,Segment 4,Unknown,New Business,Unknown,Price,Unknown,0
13229,Opp 20001,2024-02-08,2024-02-08, Account 1456, Small,10.0,Closed Won,Sales Specialist 109,Country 2,Region 1,Unknown,Unknown,New Business,Unknown,Price,New Business,0
13230,Opp 20002,2024-02-08,2024-02-08, Account 643, Top 3,,Closed Won,Sales Specialist 47,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Availability / Lead Time,Unknown,0
13231,Opp 20003,2024-02-08,2024-02-08, Account 570, Small,590.0,Closed Won,Sales Specialist 65,Country 2,Region 1,Segment 4,Unknown,New Business,Unknown,Price,New Business,0
13232,Opp 20004,2024-02-07,2024-02-08, Account 183, Small,79.0,Closed Won,Sales Specialist 9,Country 1,Region 1,Segment 3,Unknown,Existing Business,Unknown,Features / Specification / Performance,Unknown,1
13233,Opp 20006,2024-02-07,2024-02-08, Account 526, Top 2,688.0,Closed Won,Sales Specialist 109,Country 2,Region 1,Segment 4,Unknown,New Business,Unknown,Price,New Business,1
13234,Opp 20007,2024-02-07,2024-02-08, Account 570, Small,590.0,Closed Won,Sales Specialist 65,Country 2,Region 1,Segment 4,Unknown,New Business,Unknown,Price,New Business,1
13235,Opp 20008,2024-02-07,2024-02-08, Account 568, Top 2,1.052,Closed Won,Sales Specialist 51,Country 2,Region 1,Segment 4,Unknown,New Business,Unknown,Price,New Business,1
13236,Opp 20009,2024-02-07,2024-02-08, Account 227, Top 3,225.0,Closed Won,Sales Specialist 39,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Customer Relationship,Unknown,1
13237,Opp 20010,2024-02-06,2024-02-08, Account 225, Top 1,38.0,Closed Won,Sales Specialist 9,Country 1,Region 1,Segment 3,Unknown,New Business,Unknown,Features / Specification / Performance,Unknown,2
13238,Opp 20018,2024-01-30,2024-02-08, Account 872, Top 2,376.0,Closed Won,Sales Specialist 134,Country 1,Region 1,Segment 4,Unknown,Existing Business,Unknown,Availability / Lead Time,Unknown,9
13239,Opp 20021,2024-01-24,2024-02-08, Account 225, Top 1,204.0,Closed Won,Sales Specialist 9,Country 1,Region 1,Segment 3,Unknown,Existing Business,Unknown,Brand Recognition / Supplier Reputation,Unknown,15
13240,Opp 20027,2024-01-11,2024-02-08, Account 225, Top 1,499.0,Closed Won,Sales Specialist 9,Country 1,Region 1,Segment 3,Unknown,Existing Business,Unknown,Features / Specification / Performance,Unknown,28
13241,Opp 20029,2024-01-05,2024-02-08, Account 519, Small,1.154,Closed Won,Sales Specialist 87,Country 2,Region 1,Segment 3,Unknown,New Business,Unknown,Customer Relationship,Unknown,34
13242,Opp 20031,2023-12-21,2024-02-08, Account 2631, Top 1,323.0,Closed Won,Sales Specialist 111,Country 5,Region 2,Segment 3,Unknown,Existing Business,Unknown,Availability / Lead Time,Unknown,49
13243,Opp 20032,2023-12-07,2024-02-08, Account 617, Small,792.0,Closed Won,Sales Specialist 111,Country 5,Region 2,Segment 3,Unknown,Existing Business,Unknown,Availability / Lead Time,Unknown,63
13244,Opp 20033,2023-12-04,2024-02-08, Account 872, Top 2,646.0,Closed Won,Sales Specialist 134,Country 1,Region 1,Segment 4,Unknown,Existing Business,Unknown,Brand Recognition / Supplier Reputation,Unknown,66
13245,Opp 20034,2023-12-04,2024-02-08, Account 872, Top 2,58.0,Closed Won,Sales Specialist 134,Country 1,Region 1,Segment 4,Unknown,Existing Business,Unknown,Brand Recognition / Supplier Reputation,Unknown,66
13246,Opp 20035,2023-11-29,2024-02-08, Account 428, Top 3,192.0,Closed Won,Sales Specialist 56,Country 2,Region 1,Segment 1,Unknown,New Business,Unknown,Price,Unknown,71
13247,Opp 20036,2023-11-29,2024-02-08, Account 428, Top 3,1.36,Closed Won,Sales Specialist 56,Country 2,Region 1,Segment 1,Unknown,New Business,Unknown,Price,Unknown,71
13248,Opp 20037,2023-11-13,2024-02-08, Account 586, Top 2,362.0,Closed Won,Sales Specialist 46,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Availability / Lead Time,Unknown,87
13249,Opp 20038,2024-01-17,2024-02-08, Account 1472, Top 3,37.0,Closed Won,Sales Specialist 45,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Features / Specification / Performance,Unknown,22
13250,Opp 20040,2024-01-12,2024-02-08, Account 2052, Top 2,226.0,Closed Won,Sales Specialist 46,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Customer Relationship,Unknown,27
13251,Opp 20041,2024-01-11,2024-02-08, Account 588, Top 3,112.0,Closed Won,Sales Specialist 39,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Customer Relationship,Unknown,28
13252,Opp 20042,2024-01-11,2024-02-08, Account 591, Top 2,50.0,Closed Won,Sales Specialist 46,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Availability / Lead Time,Unknown,28
13253,Opp 20043,2024-01-10,2024-02-08, Account 640, Top 2,137.0,Closed Won,Sales Specialist 46,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Brand Recognition / Supplier Reputation,Unknown,29
13254,Opp 20044,2024-01-04,2024-02-08, Account 427, Top 3,28.0,Closed Won,Sales Specialist 56,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Price,Unknown,35
13255,Opp 20045,2023-12-04,2024-02-08, Account 1614, Top 3,659.0,Closed Won,Sales Specialist 111,Country 5,Region 2,Segment 3,Unknown,New Business,Unknown,Availability / Lead Time,Unknown,66
13256,Opp 20046,2023-11-23,2024-02-08, Account 427, Top 3,201.0,Closed Won,Sales Specialist 56,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Price,Unknown,77
13257,Opp 20047,2023-11-16,2024-02-08, Account 1614, Top 3,316.0,Closed Won,Sales Specialist 111,Country 5,Region 2,Segment 3,Unknown,Existing Business,Unknown,Availability / Lead Time,Unknown,84
13258,Opp 20048,2023-11-08,2024-02-08, Account 2117, Top 2,519.0,Closed Won,Sales Specialist 46,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Availability / Lead Time,Unknown,92
13259,Opp 20049,2023-10-02,2024-02-08, Account 2434, Top 3,456.0,Closed Won,Sales Specialist 111,Country 5,Region 2,Segment 3,Unknown,Existing Business,Unknown,Availability / Lead Time,Unknown,129
13260,Opp 20050,2023-08-03,2024-02-08, Account 1160, Top 3,229.0,Closed Won,Sales Specialist 111,Country 5,Region 2,Segment 3,Unknown,Existing Business,Unknown,Availability / Lead Time,Unknown,189
13261,Opp 20053,2024-02-08,2024-02-08, Account 3425, Top 3,,Closed Lost,Sales Specialist 23,Country 2,Region 1,Unknown,Unknown,Existing Business,Unknown,Project/Budget Cancelled/Out of Business,Unknown,0
13262,Opp 20054,2024-01-25,2024-02-08, Account 111, Top 3,18.0,Closed Lost,Sales Specialist 39,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Project/Budget Cancelled/Out of Business,Unknown,14
